Id;Name;PIW name;Religion;Culture;SizeModifier;Pashas;Climate;Ice?;Storm?;Galleys;Manpower;Income;Terrain;ToT-SPA;ToT-POR;HRE;Mine(1) ?;MineValue;Goods;Uprgadable;CoT Historical Modifier;Difficulty for Colonization;Native Combat Strength;Ferocity;Efficiency of Natives in combat;Negotiation Value for Trading Posts;Natives Tolerance value ;City XPos;City YPos;Army XPos;ArmyYPos;PortXPos;Port YPos;Manufactory XPos; Manufactory YPos;Port/sea Adjacency;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Area;Region;Continent;;Extra River Desc Link 1;Extra River Desc Link 2;Extra River Desc Link 3;;Fill coord X;Fill coord Y;;;;;;;;;;;;;;;;
64;Roanoke;coastal;exotic;creek;0;0;2;0;0;0;2;6;4;0;0;0;0;0;Tob;0;0;6;10;0.5;1;4;2;5298;1965;5244;1968;5323;2003;5211;2045;909;5195;1979;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Roanoke;0;0;0;#N/A;5262;1972;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
65;Catawba;inland;exotic;cherokee;0;0;5;0;0;0;1;4;1;0;0;0;0;0;Tob;0;-3;5;10;2;1;5;2;5157;1870;5201;1899;0;0;5141;1917;0;5077;1950;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Catawba;0;0;0;#N/A;5177;1900;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
66;Appalache;inland;exotic;cherokee;0;0;5;0;0;0;1;3;2;0;0;0;0;0;NAVS;0;-3;7;15;2;1;8;7;5050;1847;5097;1869;0;0;5005;1882;0;5022;1943;0;5081;1783;2;5099;1798;0;-100;-100;0;America;North America;America;Appalache;0;0;0;#N/A;5054;1866;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
67;Kentucky;inland;exotic;shawnee;0;0;7;0;0;0;2;3;1;0;0;0;0;0;Furs;0;-3;5;30;2;1.3;7;8;4899;1878;4950;1775;0;0;4899;1781;0;5008;1755;7;4996;1742;7;4983;1757;6;4945;1857;3;Ohio;North America;America;Kentucky;0;0;0;#N/A;4937;1798;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
68;Chesapeake;coastal;exotic;delaware;0;0;5;0;0;0;2;6;4;0;0;0;0;0;Tob;0;2;4;5;0.5;1;3;2;5310;1894;5313;1831;5345;1890;5267;1845;862;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Chesapeake;0;0;0;#N/A;5295;1843;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
69;Powhatan;inland;exotic;iroquis;0;0;7;0;0;0;2;7;0;0;0;0;0;0;Tob;0;-3;4;25;2;1;7;5;5187;1781;5214;1754;0;0;5247;1796;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Powhatan;1388;0;0;#N/A;5225;1767;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
70;Shenandoah;inland;exotic;iroquis;0;0;7;0;0;0;2;5;2;0;0;0;0;0;metal;1;-3;5;0;2;1;6;6;5096;1742;5173;1708;0;0;5153;1750;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Shenandoah;0;0;0;#N/A;5139;1710;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
71;Erie;inland;exotic;shawnee;0;0;7;0;0;0;5;3;1;0;0;0;0;0;Furs;0;-3;6;25;2;1.3;8;8;4967;1653;5011;1643;0;0;5055;1698;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ohio;North America;America;Chillicothe;1370;0;0;#N/A;4997;1659;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
72;Hindua;inland;exotic;shawnee;0;0;7;0;0;0;2;3;0;0;0;0;0;0;Furs;0;-3;6;20;2;1;6;6;4794;1540;4901;1647;0;0;4842;1615;0;4879;1693;0;-100;-100;0;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Hindua;0;0;0;#N/A;4881;1619;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
73;Fox;inland;exotic;shawnee;0;0;7;0;0;0;2;3;1;0;0;0;0;0;Furs;0;-3;5;20;2;1;4;7;4658;1690;4722;1643;0;0;4752;1726;0;4681;1501;0;4705;1517;1;4664;1727;3;-100;-100;0;Illinois;North America;America;Fox;0;0;0;#N/A;4702;1660;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
74;Milwaukee;inland;exotic;dakota;0;0;7;0;0;0;2;3;0;0;0;0;0;0;Furs;0;-3;5;15;1;1;2;8;4566;1483;4596;1562;0;0;4512;1577;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Illinois;North America;America;Milwaukee;0;0;0;#N/A;4554;1583;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
75;Iowa;inland;exotic;dakota;0;0;7;0;0;0;1;3;0;0;0;0;0;0;grai;0;-3;6;15;2;1;2;7;4429;1394;4463;1506;0;0;4357;1405;0;4377;1348;3;4298;1397;4;-100;-100;0;-100;-100;0;Kansas;North America;America;Iowa;0;0;0;#N/A;4438;1423;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
76;Minnesota;inland;exotic;dakota;0;0;0;0;0;0;1;3;0;0;0;0;0;0;grai;0;-3;7;15;2;1;3;6;4271;1338;4204;1210;0;0;4262;1225;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Kansas;North America;America;Minesota;0;0;0;#N/A;4279;1265;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
77;Mesabi;inland;exotic;dakota;0;0;0;0;0;0;1;2;1;0;0;0;0;0;grai;0;-3;7;15;2;1;3;5;4354;1199;4324;1106;0;0;4268;1120;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Plaines;North America;America;Mesabi;0;0;0;#N/A;4314;1161;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
78;Duluth;inland;exotic;dakota;0;0;0;0;0;0;2;3;1;0;0;0;0;0;grai;0;-3;6;15;1;1;1;6;4566;1083;4440;1128;0;0;4498;1183;0;4499;1073;4;4537;977;5;4481;971;3;4463;1244;1;Illinois;North America;America;Duluth;0;0;0;#N/A;4466;1159;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
79;Wisconsin;inland;exotic;dakota;0;0;7;0;0;0;2;2;1;0;0;0;0;0;metal;0;-3;7;15;2;1;3;5;4666;1224;4588;1237;0;0;4606;1321;0;4545;1390;5;4565;1384;6;4600;1370;7;-100;-100;0;Plaines;North America;America;Wisconsin;0;0;0;#N/A;4581;1299;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
80;Oskosh;inland;exotic;dakota;0;0;7;0;0;0;2;2;1;0;0;0;0;0;Furs;0;-3;6;15;1;1;1;6;4698;1319;4710;1394;0;0;4646;1409;0;4703;1247;6;4619;1442;7;-100;-100;0;-100;-100;0;Illinois;North America;America;Oskosh;0;0;0;#N/A;4683;1395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
81;Michilimakinak;inland;exotic;shawnee;0;0;7;0;0;0;1;3;1;0;0;0;0;0;Furs;0;0;6;10;2;1;5;5;4928;1319;4865;1411;0;0;4869;1487;0;4965;1333;2;-100;-100;0;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Michilimakinak;1371;1465;0;#N/A;4872;1398;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
82;Detroit;inland;exotic;shawnee;0;0;7;0;0;0;1;3;0;0;0;0;0;0;Furs;0;-3;5;10;2;1;5;7;4991;1428;4947;1477;0;0;4997;1470;0;4902;1538;7;-100;-100;0;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Detroit;1464;0;0;#N/A;4962;1480;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
83;Irondekoit;inland;exotic;iroquis;0;0;7;0;0;0;2;2;2;0;0;0;0;0;Furs;0;-3;7;0;2;1.3;9;9;5056;1605;5138;1591;0;0;5095;1605;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ohio;North America;America;Irondekoit;0;0;0;#N/A;5107;1601;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
84;Tuscarora;inland;exotic;iroquis;0;0;7;0;0;0;2;4;1;0;0;0;0;0;Furs;0;-2;5;0;3;1;7;9;5252;1707;5270;1626;0;0;5233;1630;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Tuscarora;1436;0;0;#N/A;5244;1652;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
85;Susquehanna;inland;exotic;iroquis;0;0;7;0;0;0;2;6;1;0;0;0;0;0;grai;0;-3;5;15;2;1;5;8;5344;1653;5313;1664;0;0;5296;1709;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Susquehanna;0;0;0;#N/A;5331;1679;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
86;Delaware;coastal;exotic;delaware;0;0;5;0;0;0;3;6;1;0;0;0;0;0;Tob;0;-1;4;10;1;1;5;3;5376;1843;5377;1797;5414;1841;5336;1731;862;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Delaware;0;0;0;#N/A;5373;1808;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
87;Manhattan;coastal;exotic;delaware;0;0;5;0;0;0;2;7;1;0;0;0;0;0;Furs;1;2;4;5;0.5;1;2;1;5484;1682;5403;1686;5461;1712;5401;1696;862;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Manhattan;0;0;0;#N/A;5411;1688;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
88;Catskill;inland;exotic;iroquis;0;0;7;0;0;0;1;4;2;0;0;0;0;0;Furs;0;-3;5;10;2;1;5;5;5371;1625;5372;1575;0;0;5345;1595;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Catskill;0;0;0;#N/A;5381;1590;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
89;Oswego;inland;exotic;iroquis;0;0;7;0;0;0;1;2;2;0;0;0;0;0;Furs;0;-3;6;0;2;1.3;9;9;5284;1513;5324;1512;0;0;5310;1581;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ohio;North America;America;Oswego;0;0;0;#N/A;5308;1530;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
90;Mohawk;inland;exotic;iroquis;0;0;7;0;0;0;2;3;2;0;0;0;0;0;Furs;0;-3;7;0;0;0;9;9;5185;1577;5204;1562;0;0;5242;1574;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ohio;North America;America;Mohawk;0;0;0;#N/A;5211;1572;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
91;Onondaga;inland;exotic;iroquis;0;0;7;0;0;0;2;3;1;0;0;0;0;0;Furs;0;-3;7;0;2;1.3;9;9;5198;1487;5234;1495;0;0;5169;1521;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ohio;North America;America;Onondaga;0;0;0;#N/A;5199;1504;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
92;Niagara;inland;exotic;huron;0;0;7;0;0;0;2;4;1;0;0;0;0;0;Furs;0;-1;4;20;2;1;5;8;5112;1352;5095;1427;0;0;5143;1403;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Niagara;1463;0;0;#N/A;5108;1428;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
93;Sault;inland;exotic;dakota;0;0;7;0;0;0;1;3;1;0;0;0;0;0;Furs;0;0;7;15;2;1;5;6;4713;1186;4776;1171;0;0;4749;1240;0;4899;1193;0;4866;1196;1;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Sault;1372;0;0;#N/A;4755;1186;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
94;Superior;inland;exotic;huron;0;0;0;0;0;0;2;2;1;0;0;0;0;0;NAVS;0;-3;8;15;2;1;3;5;4806;968;4719;920;0;0;4657;1013;0;4731;1003;4;4701;1013;1;4613;933;5;4764;880;6;Plaines;North America;America;Superior;0;0;0;#N/A;4729;998;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
95;Nipigon;inland;exotic;huron;0;0;0;0;0;0;1;2;1;0;0;0;0;0;Furs;0;-3;7;15;2;1;5;7;4989;1119;4934;995;0;0;5024;1033;0;5141;1031;0;5104;1030;1;4986;1162;2;4998;1145;7;Grand Lacs;North America;America;Nipigon;0;0;0;#N/A;4966;1025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
96;Nipissing;inland;exotic;huron;0;0;0;0;0;0;1;2;1;0;0;0;0;0;Furs;0;-3;7;10;2;1;5;6;5241;1224;5180;1259;0;0;5127;1119;0;5228;1052;5;5199;1067;7;5220;1089;6;5174;1088;6;Grand Lacs;North America;America;Nipissing;0;0;0;#N/A;5178;1197;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
97;Oshawa;inland;exotic;huron;0;0;7;0;0;0;2;3;1;0;0;0;0;0;grai;0;-3;4;15;2;1;5;8;5185;1363;5260;1343;0;0;5225;1336;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Oshawa;0;0;0;#N/A;5224;1359;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
98;Huron;inland;exotic;huron;0;0;7;0;0;0;4;5;1;0;0;0;0;0;Furs;0;-3;5;15;3;1;3;9;5311;1315;5394;1312;0;0;5348;1275;0;5358;1320;0;-100;-100;0;-100;-100;0;-100;-100;0;Grand Lacs;North America;America;Huron;0;0;0;#N/A;5351;1320;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
99;Ticonderoga;inland;exotic;huron;0;0;7;0;0;0;2;5;1;0;0;0;0;0;Furs;0;-1;5;10;3;1;6;9;5447;1386;5484;1406;0;0;5461;1432;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Ticonderoga;0;0;0;#N/A;5449;1406;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
100;Adirondak;inland;exotic;iroquis;0;0;7;0;0;0;2;5;1;0;0;0;0;0;Furs;0;-3;5;15;2;1;6;8;5427;1476;5390;1462;0;0;5342;1432;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;America;North America;America;Adirondak;1369;0;0;#N/A;5396;1467;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
101;Sebago;inland;exotic;iroquis;0;0;7;0;0;0;1;4;1;0;0;0;0;0;NAVS;0;-3;6;15;2;1;5;6;5525;1489;5557;1481;0;0;5493;1490;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Maine;North America;America;Sebago;0;0;0;#N/A;5515;1491;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
102;Connecticut;coastal;exotic;delaware;0;0;5;0;0;0;2;5;1;0;0;0;0;0;grai;1;-1;5;25;2;1;7;9;5457;1642;5439;1595;5538;1702;5480;1554;862;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Maine;North America;America;Connecticut;1444;0;0;#N/A;5466;1594;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
103;Massachussetts;coastal;exotic;delaware;0;0;5;0;0;0;2;5;1;0;0;0;0;0;fish;1;1;5;10;0.5;1;2;4;5560;1566;5590;1580;5634;1630;5547;1634;863;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Maine;North America;America;Massachussetts;1392;1393;0;#N/A;5566;1584;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
104;Penobscot;coastal;exotic;abenaki;0;0;7;0;0;0;1;4;1;0;0;0;0;0;NAVS;0;-3;6;20;2;1;4;7;5613;1446;5698;1407;5651;1527;5660;1433;863;5662;1362;1;5631;1379;0;-100;-100;0;-100;-100;0;Maine;North America;America;Penobscot;0;0;0;#N/A;5643;1424;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
105;Megantic;inland;exotic;abenaki;0;0;7;0;0;0;1;4;2;0;0;0;0;0;Furs;0;-3;5;10;2;1;3;7;5564;1360;5609;1336;0;0;5527;1420;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Maine;North America;America;Megantic;0;0;0;#N/A;5561;1361;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
106;Hochelaga;inland;exotic;huron;0;0;7;0;0;0;1;4;1;0;0;0;0;0;Furs;0;0;5;10;1.5;1;4;3;5485;1340;5451;1266;0;0;5493;1302;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Quebec;North America;America;Hochelaga;1472;0;0;#N/A;5462;1294;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
107;Ottawa;inland;exotic;huron;0;0;0;0;0;0;2;5;1;0;0;0;0;0;Furs;0;-3;5;20;2;1;4;6;5333;1166;5397;1151;0;0;5303;1086;0;5293;1146;5;5353;1096;6;-100;-100;0;-100;-100;0;Quebec;North America;America;Ottawa;0;0;0;#N/A;5374;1173;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
108;Laurentia;inland;exotic;naskapi;0;0;0;0;0;0;1;3;1;0;0;0;0;0;Furs;0;-3;5;15;1.5;1;4;5;5461;1116;5642;1056;0;0;5582;1072;0;5527;1106;3;5549;1094;2;-100;-100;0;-100;-100;0;Quebec;North America;America;Laurentia;0;0;0;#N/A;5534;1126;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
109;Shawinigan;inland;exotic;naskapi;0;0;7;0;0;0;1;4;1;0;0;0;0;0;grai;0;-3;5;10;1.5;1;4;6;5541;1300;5533;1214;0;0;5580;1220;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Quebec;North America;America;Shawinigan;0;0;0;#N/A;5543;1250;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
110;Stadacone;coastal;exotic;naskapi;0;0;7;0;0;0;3;5;1;0;0;0;0;0;NAVS;0;0;5;15;0.5;1;3;1;5716;1160;5671;1152;5758;1178;5613;1154;833;5618;1218;0;5642;1116;2;-100;-100;0;-100;-100;0;Quebec;North America;America;Kebec;1434;0;0;#N/A;5655;1164;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
111;Bas St-Laurent;coastal;exotic;abenaki;0;0;7;0;0;0;2;3;2;0;0;0;0;0;Furs;0;-3;5;10;2;1;3;2;5806;1206;5725;1246;5808;1167;5648;1284;833;5766;1218;1;-100;-100;0;-100;-100;0;-100;-100;0;Quebec;North America;America;Rimouski;0;0;0;#N/A;5714;1260;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
112;Bangor;coastal;exotic;abenaki;0;0;7;0;0;0;2;3;1;0;0;0;0;0;NAVS;0;-3;4;15;2;1;6;8;5745;1387;5771;1351;5733;1467;5789;1386;863;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Acadie;North America;America;Bangor;1395;0;0;#N/A;5765;1391;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
113;Micmac;coastal;exotic;abenaki;0;0;7;0;0;0;1;3;1;0;0;0;0;0;fish;0;-3;4;15;2;1;7;9;5852;1395;5878;1306;5876;1423;5838;1292;864;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Acadie;North America;America;Micmac;1396;0;0;#N/A;5858;1309;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
114;Gaspésie;coastal;exotic;abenaki;0;0;7;0;0;0;1;2;2;0;0;0;0;0;fish;0;-3;5;5;1;1;3;3;6015;1139;5884;1175;5982;1184;5969;1223;833;5934;1137;2;5969;1103;0;-100;-100;0;-100;-100;0;Acadie;North America;America;Gaspésie;0;0;0;#N/A;5905;1192;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
115;Acadie;coastal;exotic;abenaki;0;0;7;0;0;0;1;2;0;0;0;0;0;0;Salt;0;-3;4;20;1;1;2;3;5933;1336;5989;1315;5929;1404;5959;1295;864;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Acadie;North America;America;Fundy;0;0;0;#N/A;5958;1318;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
116;Nova Scotia;coastal;exotic;abenaki;0;0;5;0;0;0;1;3;0;0;0;0;0;0;fish;0;-1;3;10;1;1;4;1;6091;1378;6037;1378;6134;1361;5928;1446;864;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Acadie;North America;America;Nova Scotia;0;0;0;#N/A;6039;1390;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
117;Isle Royale;coastal;exotic;abenaki;0;0;5;0;0;0;1;2;1;0;0;0;0;0;NAVS;0;-3;4;5;1;1;1;1;6259;1354;6253;1293;6299;1361;6215;1329;864;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Acadie;North America;America;Isle Royale;0;0;0;#N/A;6240;1328;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
118;Gander;coastal;exotic;abenaki;0;0;7;0;0;0;1;1;2;0;0;0;0;0;fish;0;-3;7;5;1;0;0;0;6524;999;6405;1158;6519;1048;6475;1071;833;6369;1196;1;6460;1138;5;-100;-100;0;-100;-100;0;Newfoundland;North America;America;Gander;0;0;0;#N/A;6446;1132;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
119;Placentia;coastal;exotic;abenaki;0;0;5;0;0;0;1;2;1;0;0;0;0;0;fish;0;-3;6;5;1;0;0;0;6442;1211;6529;1205;6472;1256;6510;1267;864;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Newfoundland;North America;America;Placentia;0;0;0;#N/A;6527;1222;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
120;Wabana;coastal;exotic;abenaki;0;0;7;0;0;0;1;1;1;0;0;0;0;0;fish;0;-1;6;5;1;0;0;0;6588;1136;6629;1264;6643;1122;6621;1314;865;6580;1211;5;6589;1184;7;-100;-100;0;-100;-100;0;Newfoundland;North America;America;Wabana;0;0;0;#N/A;6578;1153;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
121;Saguenay;coastal;exotic;naskapi;0;0;0;0;0;0;1;2;1;0;0;0;0;0;Furs;0;-3;6;5;0.5;1;4;3;5800;1098;5839;976;5861;1098;5738;1071;833;5783;954;5;5766;976;7;5696;1010;6;-100;-100;0;Quebec;North America;America;Chicoutimi;0;0;0;#N/A;5786;1049;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
122;Manicouagan;coastal;exotic;naskapi;0;0;0;0;0;0;1;1;1;0;0;0;0;0;fish;0;-3;6;5;1.5;1;4;2;5929;1000;5999;894;5963;1031;6047;971;833;6058;852;0;6040;827;1;5954;862;3;5888;889;4;Quebec;North America;America;Manicouagan;0;0;0;#N/A;5974;954;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
123;Anticosti;coastal;exotic;naskapi;0;0;0;0;0;0;1;1;1;0;0;0;0;0;fish;0;-3;8;5;1;1;2;1;6312;998;6171;929;6268;1040;6285;906;833;6357;949;5;6131;841;5;6290;832;6;6236;818;7;Labrador;North America;America;Anticosti;0;0;0;#N/A;6210;950;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
124;Belle Isle;coastal;exotic;naskapi;0;0;0;0;0;0;1;1;1;0;0;0;0;0;fish;0;-3;8;5;1;1;4;1;6491;803;6427;787;6533;804;6449;898;832;6341;797;0;6372;807;1;6373;875;4;6362;777;3;Labrador;North America;America;Belle Isle;0;0;0;#N/A;6466;835;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
125;Caniapiscau;inland;exotic;naskapi;0;0;0;0;0;0;1;1;1;0;0;0;0;0;NAVS;0;-3;8;5;1;1;5;2;6417;656;6295;635;0;0;6354;700;0;6245;593;6;6359;608;7;6328;656;7;6341;562;5;Labrador;North America;America;Caniapiscau;0;0;0;#N/A;6350;619;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
126;Nain;coastal;exotic;inuit;0;0;0;0;0;0;1;1;1;0;0;0;0;0;Furs;0;-3;8;5;1;1;2;1;6316;421;6256;438;6352;442;6230;537;831;6205;497;0;6187;547;1;6309;340;3;6241;475;2;Labrador;North America;America;Nain;0;0;0;#N/A;6281;433;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
127;Torngat;inland;exotic;inuit;0;0;0;0;0;0;1;1;2;0;0;0;0;0;Furs;0;-3;9;5;1;1;2;1;6112;442;6181;438;0;0;6036;457;0;6057;505;3;6070;520;4;-100;-100;0;-100;-100;0;Labrador;North America;America;Torngat;0;0;0;#N/A;6117;442;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
128;Ungava;inland;exotic;inuit;0;0;0;0;0;0;1;1;1;0;0;0;0;0;Furs;0;-3;9;5;1;1;3;1;5990;277;5986;409;0;0;5886;283;0;5785;260;5;5825;299;6;5845;388;7;5901;388;5;Hudson Bay;North America;America;Ungava;0;0;0;#N/A;5954;274;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
129;Minto;inland;exotic;inuit;0;0;0;0;0;0;1;1;1;0;0;0;0;0;Mineral;0;-3;9;5;1;1;3;1;5689;348;5640;434;0;0;5754;417;0;5740;342;1;5762;360;0;5756;460;2;5660;480;3;Hudson Bay;North America;America;Mialto;0;0;0;#N/A;5667;365;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
